Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Rob Kelley,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,13.8,59.3,0.4,0.8,6.0,0.0,,,,,,,,,,0.0,,,8.6
Frank Gore,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,13.6,49.0,0.3,1.7,12.6,0.0,,,,,,,,,,0.0,,,8.1
Tarik Cohen,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,6.1,26.9,0.2,4.5,34.3,0.1,,,,,,,,,,0.0,,,7.9
Andre Ellington,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,6.4,27.5,0.3,3.0,29.4,0.1,,,,,,,,,,0.0,,,7.8
Ameer Abdullah,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,12.0,48.5,0.2,2.0,15.7,0.1,,,,,,,,,,0.0,,,7.7
Wendell Smallwood,PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,9.2,38.0,0.2,2.6,20.8,0.0,,,,,,,,,,0.0,,,7.5
LeGarrette Blount,PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,10.2,42.6,0.4,0.9,6.5,0.0,,,,,,,,,,0.0,,,7.2
Chris Thompson,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,4.4,21.0,0.1,4.1,35.3,0.1,,,,,,,,,,0.0,,,6.9
Alvin Kamara,NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,4.4,20.1,0.1,4.0,32.6,0.1,,,,,,,,,,0.0,,,6.9
Theo Riddick,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,3.7,13.5,0.1,5.0,36.7,0.2,,,,,,,,,,0.0,,,6.8
James White,NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,5.5,20.9,0.2,3.3,28.1,0.2,,,,,,,,,,0.0,,,6.8
Duke Johnson Jr.,CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,5.9,25.4,0.1,3.4,29.4,0.1,,,,,,,,,,0.0,,,6.7
Derrick Henry,TEN,RB,@Hou,L 14-57,0/0,0.0,0.0,0.0,10.7,43.9,0.3,0.7,5.5,0.0,,,,,,,,,,0.0,,,6.5
Giovani Bernard,CIN,RB,@Cle,W 31-7,0/0,0.0,0.0,0.0,5.2,21.8,0.2,2.7,23.8,0.1,,,,,,,,,,0.0,,,6.0
Chris Ivory,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,6.4,27.2,0.2,2.2,17.6,0.1,,,,,,,,,,0.0,,,5.9
Paul Perkins,NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,9.5,35.8,0.1,1.4,12.0,0.0,,,,,,,,,,0.0,,,5.7
Terrance West,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,7.7,30.6,0.2,1.4,10.2,0.1,,,,,,,,,,0.0,,,5.7
Mike Tolbert,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,6.4,25.7,0.3,0.9,8.1,0.0,,,,,,,,,,0.0,,,5.3
Shane Vereen,NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,3.4,13.7,0.1,3.3,28.3,0.1,,,,,,,,,,0.0,,,5.2
Orleans Darkwa,NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,8.8,34.1,0.2,0.9,7.2,0.0,,,,,,,,,,0.0,,,5.2
Jamaal Charles,DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,6.1,31.4,0.2,1.0,8.7,0.1,,,,,,,,,,0.0,,,5.1
DeAndre Washington,OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,3.8,16.4,0.1,3.0,20.6,0.1,,,,,,,,,,0.0,,,4.8
Charles Sims,TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,5.6,21.2,0.1,2.0,16.5,0.1,,,,,,,,,,0.0,,,4.8
Adrian Peterson,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,6.5,29.9,0.2,0.3,2.2,0.0,,,,,,,,,,0.0,,,4.6
Matt Breida,SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,5.3,21.3,0.2,1.6,13.2,0.0,,,,,,,,,,0.0,,,4.4
Thomas Rawls,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,5.1,24.1,0.2,0.7,5.9,0.0,,,,,,,,,,0.0,,,4.2
Robert Turbin,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,4.1,14.8,0.1,2.4,17.4,0.1,,,,,,,,,,0.0,,,4.1
Jerick McKinnon,MIN,RB,Det,L 7-14,0/0,0.0,0.0,0.0,3.4,14.5,0.1,2.3,16.6,0.1,,,,,,,,,,0.0,,,4.1
Jeremy Hill,CIN,RB,@Cle,W 31-7,0/0,0.0,0.0,0.0,4.9,20.1,0.2,0.8,6.0,0.0,,,,,,,,,,0.0,,,3.9
Elijah McGuire,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,6.4,23.1,0.1,0.7,5.9,0.0,,,,,,,,,,0.0,,,3.8
Dion Lewis,NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,3.1,12.6,0.1,1.9,15.3,0.1,,,,,,,,,,0.0,,,3.7
Kenyan Drake,MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,4.2,18.0,0.1,0.9,8.0,0.0,,,,,,,,,,0.0,,,3.7
Jamaal Williams,GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,5.2,20.8,0.2,0.5,4.3,0.0,,,,,,,,,,0.0,,,3.6
D'Onta Foreman,HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,5.9,23.0,0.2,0.5,4.0,0.0,,,,,,,,,,0.0,,,3.6
Charcandrick West,KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,4.2,16.8,0.2,0.7,5.7,0.0,,,,,,,,,,0.0,,,3.6
Kerwynn Williams,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,4.3,18.0,0.2,0.5,4.9,0.0,,,,,,,,,,0.0,,,3.4
Branden Oliver,LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,4.8,18.0,0.1,0.8,6.8,0.0,,,,,,,,,,0.0,,,3.2
Malcolm Brown,LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,4.2,16.9,0.2,0.5,4.1,0.0,,,,,,,,,,0.0,,,3.1
Jalen Richard,OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,3.1,13.7,0.1,1.4,10.1,0.0,,,,,,,,,,0.0,,,3.1
Alex Collins,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,5.0,20.7,0.1,0.3,2.1,0.0,,,,,,,,,,0.0,,,3.0
Damien Williams,MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,1.8,7.5,0.1,1.4,12.3,0.1,,,,,,,,,,0.0,,,2.9
Kyle Juszczyk,SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.9,2.8,0.0,2.2,18.0,0.1,,,,,,,,,,0.0,,,2.8
Alfred Morris,DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,3.9,15.1,0.2,0.2,1.9,0.0,,,,,,,,,,0.0,,,2.6
Peyton Barber,TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,4.0,15.6,0.1,0.1,0.9,0.0,,,,,,,,,,0.0,,,2.1
Corey Clement,PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,2.9,11.3,0.1,0.6,4.6,0.0,,,,,,,,,,0.0,,,2.1
James Conner,PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,3.4,12.8,0.1,0.1,1.1,0.0,,,,,,,,,,0.0,,,2.0
Zach Zenner,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,3.2,12.7,0.1,0.3,2.3,0.0,,,,,,,,,,0.0,,,2.0
Latavius Murray,MIN,RB,Det,L 7-14,0/0,0.0,0.0,0.0,2.4,10.2,0.1,0.0,0.0,0.0,,,,,,,,,,0.0,,,1.6
Devontae Booker,DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,1.8,7.3,0.0,0.5,4.5,0.0,,,,,,,,,,0.0,,,1.6
Eddie Lacy,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,1.9,8.8,0.1,0.2,2.0,0.0,,,,,,,,,,0.0,,,1.5
Travaris Cadet,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,1.8,6.9,0.0,0.5,3.9,0.0,,,,,,,,,,0.0,,,1.4
Samaje Perine,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,2.0,8.1,0.1,0.3,2.5,0.0,,,,,,,,,,0.0,,,1.4
Alfred Blue,HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,2.1,8.3,0.0,0.2,2.0,0.0,,,,,,,,,,0.0,,,1.3
J.D. McKissic,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.5,2.3,0.0,0.8,7.0,0.0,,,,,,,,,,0.0,,,1.2
Tyler Ervin,HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,0.8,3.0,0.0,0.7,6.0,0.0,,,,,,,,,,0.0,,,1.2
Matt Jones,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,1.2,4.5,0.0,0.5,4.9,0.0,,,,,,,,,,0.0,,,1.1
Patrick DiMarco,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.2,0.8,0.0,0.7,6.2,0.0,,,,,,,,,,0.0,,,1.0
Austin Ekeler,LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,0.5,1.7,0.0,0.5,4.7,0.0,,,,,,,,,,0.0,,,0.8
Matthew Dayes,CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,1.2,4.9,0.0,0.1,0.9,0.0,,,,,,,,,,0.0,,,0.8
Rod Smith,DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,0.9,3.3,0.0,0.1,0.9,0.0,,,,,,,,,,0.0,,,0.7
Aaron Ripkowski,GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,0.5,2.1,0.0,0.2,2.2,0.0,,,,,,,,,,0.0,,,0.6
Fozzy Whittaker,CAR,RB,@NE,W 33-30,0/0,0.0,0.0,0.0,0.7,3.1,0.0,0.1,1.2,0.0,,,,,,,,,,0.0,,,0.6
Corey Grant,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.9,3.8,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.5
Andy Janovich,DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,0.3,0.9,0.0,0.3,2.2,0.0,,,,,,,,,,0.0,,,0.5
Jamize Olawale,OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.3,2.0,0.0,,,,,,,,,,0.0,,,0.4
Tommy Bohanon,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.3,1.2,0.0,0.2,1.9,0.0,,,,,,,,,,0.0,,,0.4
Michael Burton,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,0.2,0.7,0.0,0.3,2.1,0.0,,,,,,,,,,0.0,,,0.4
Terrell Watson,PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.7,2.7,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.4
Anthony Sherman,KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,,,,,,,,,,0.0,,,0.3
Jalston Fowler,TEN,RB,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.9,0.0,,,,,,,,,,0.0,,,0.2
Derek Watt,LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,0.3,1.1,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
James Develin,NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,,,,,,,,,,0.0,,,0.2
C.J. Ham,MIN,RB,Det,L 7-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,,,,,,,,,,0.0,,,0.2
Jay Prosch,HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,0.3,0.8,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Danny Vitale,CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,,,,,,,,,,0.0,,,0.1
Raheem Mostert,SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
David Fluellen,TEN,RB,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Jordan Todman,HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trey Edmunds,NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Steven Jackson,NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darren Sproles,PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
John Kuhn,NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Reggie Bush,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
DeAngelo Williams,PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Fred Jackson,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ahmad Bradshaw,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Pierre Thomas,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darren McFadden,DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Forte,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jerome Felton,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tim Hightower,SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Justin Forsett,DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcel Reece,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Danny Woodhead,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Donald Brown,NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Arian Foster,MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rashad Jennings,NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jorvorskie Lane,TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cedric Peerman,CIN,RB,@Cle,W 31-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcus Thigpen,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrel Young,CAR,RB,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Antone Smith,TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
C.J. Spiller,KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Mathews,PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dexter McCluster,LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ben Tate,PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Toby Gerhart,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Boobie Dixon,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Starks,GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joique Bell,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Clutts,DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stevan Ridley,MIN,RB,Det,L 7-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Williams,DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Thomas,MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kendall Hunter,NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taiwan Jones,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Roy Helu Jr.,OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
DuJuan Harris,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Asiata,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Shaun Draughn,NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chase Reynolds,LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Will Johnson,NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trent Richardson,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Doug Martin,TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Isaiah Pead,MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Polk,HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
LaMike James,MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bernard Pierce,DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ronnie Hillman,DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cyrus Gray,ATL,RB,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Vick Ballard,NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Herron,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bryce Brown,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daryl Richardson,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cory Harkey,LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Banyard,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Derrick Coleman,ATL,RB,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonas Gray,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lance Dunbar,LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Bolden,NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bobby Rainey Jr.,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonathan Grimes,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Montee Ball,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Knile Davis,PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Christine Michael,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kenjon Barner,PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Denard Robinson,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike James,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rex Burkhead,NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stepfan Taylor,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Stacy,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joseph Randle,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Spencer Ware,KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Benny Cunningham,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kendall Gaskins,SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Steven Miller,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zach Line,NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Winn,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Khiry Robinson,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dri Archer,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tre Mason,LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bishop Sankey,MIN,RB,Det,L 7-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Gaffney,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Storm Johnson,MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
