Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Aaron Jones,GNB,RB,@Chi,W 23-16,0/0,0.0,0.0,0.0,11.0,47.4,0.3,1.6,11.5,0.0,,,,,,,,,,0.0,,,7.5
C.J. Anderson,DEN,RB,NE,L 16-41,0/0,0.0,0.0,0.0,10.9,49.7,0.3,0.9,6.8,0.0,,,,,,,,,,0.0,,,7.4
Tarik Cohen,CHI,RB,GB,L 16-23,0/0,0.0,0.0,0.0,7.7,31.6,0.2,2.7,24.9,0.1,,,,,,,,,,0.0,,,7.3
Dion Lewis,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,10.9,45.2,0.3,0.8,6.3,0.0,,,,,,,,,,0.0,,,7.2
Duke Johnson Jr.,CLE,RB,@Det,L 24-38,0/0,0.0,0.0,0.0,6.1,24.9,0.1,4.0,33.8,0.1,,,,,,,,,,0.0,,,7.1
Ty Montgomery,GNB,RB,@Chi,W 23-16,0/0,0.0,0.0,0.0,9.3,39.9,0.3,1.7,12.0,0.0,,,,,,,,,,0.0,,,7.1
Kenyan Drake,MIA,RB,@Car,L 21-45,0/0,0.0,0.0,0.0,11.5,47.8,0.1,1.8,11.5,0.0,,,,,,,,,,0.0,,,6.8
Marlon Mack,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,7.7,33.0,0.3,1.9,15.1,0.0,,,,,,,,,,0.0,,,6.6
James White,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,2.6,10.0,0.1,4.4,37.6,0.2,,,,,,,,,,0.0,,,6.6
Chris Ivory,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,7.4,32.8,0.2,2.0,15.9,0.1,,,,,,,,,,0.0,,,6.4
Theo Riddick,DET,RB,Cle,W 38-24,0/0,0.0,0.0,0.0,3.8,12.8,0.1,3.6,29.1,0.2,,,,,,,,,,0.0,,,6.1
Damien Williams,MIA,RB,@Car,L 21-45,0/0,0.0,0.0,0.0,8.7,33.0,0.1,2.2,17.3,0.1,,,,,,,,,,0.0,,,6.0
Devontae Booker,DEN,RB,NE,L 16-41,0/0,0.0,0.0,0.0,6.3,26.5,0.1,2.5,21.3,0.1,,,,,,,,,,0.0,,,6.0
Darren McFadden,DAL,RB,@Atl,L 7-27,0/0,0.0,0.0,0.0,6.5,28.0,0.3,1.4,10.6,0.1,,,,,,,,,,0.0,,,5.5
Giovani Bernard,CIN,RB,@Ten,L 20-24,0/0,0.0,0.0,0.0,6.5,25.3,0.1,2.5,20.4,0.1,,,,,,,,,,0.0,,,5.5
Rex Burkhead,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,3.1,12.6,0.1,3.3,27.3,0.2,,,,,,,,,,0.0,,,5.4
Wayne Gallman,NYG,RB,@SF,L 21-31,0/0,0.0,0.0,0.0,7.6,31.1,0.2,1.4,11.8,0.0,,,,,,,,,,0.0,,,5.3
D'Onta Foreman,HOU,RB,@LAR,L 7-33,0/0,0.0,0.0,0.0,8.7,37.3,0.2,0.5,3.6,0.0,,,,,,,,,,0.0,,,5.2
Matt Breida,SFO,RB,NYG,W 31-21,0/0,0.0,0.0,0.0,5.7,23.8,0.2,1.9,14.9,0.1,,,,,,,,,,0.0,,,5.2
Rod Smith,DAL,RB,@Atl,L 7-27,0/0,0.0,0.0,0.0,7.0,27.8,0.3,0.5,3.9,0.0,,,,,,,,,,0.0,,,4.9
C.J. Prosise,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,5.1,21.2,0.1,1.5,15.7,0.1,,,,,,,,,,0.0,,,4.8
Mike Tolbert,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,6.4,25.9,0.2,0.9,6.7,0.0,,,,,,,,,,0.0,,,4.8
Jamaal Charles,DEN,RB,NE,L 16-41,0/0,0.0,0.0,0.0,4.9,26.0,0.1,1.7,13.9,0.0,,,,,,,,,,0.0,,,4.7
Shane Vereen,NYG,RB,@SF,L 21-31,0/0,0.0,0.0,0.0,2.0,8.5,0.0,3.0,24.6,0.1,,,,,,,,,,0.0,,,4.3
Austin Ekeler,LAC,RB,@Jax,L 17-20,0/0,0.0,0.0,0.0,4.7,19.5,0.1,2.1,16.1,0.0,,,,,,,,,,0.0,,,4.2
Andre Ellington,HOU,RB,@LAR,L 7-33,0/0,0.0,0.0,0.0,1.3,5.4,0.0,3.1,26.3,0.1,,,,,,,,,,0.0,,,3.8
Peyton Barber,TAM,RB,NYJ,W 15-10,0/0,0.0,0.0,0.0,4.9,20.2,0.1,0.8,6.1,0.0,,,,,,,,,,0.0,,,3.3
Kyle Juszczyk,SFO,RB,NYG,W 31-21,0/0,0.0,0.0,0.0,1.3,4.4,0.1,2.1,16.6,0.1,,,,,,,,,,0.0,,,3.0
Dwayne Washington,DET,RB,Cle,W 38-24,0/0,0.0,0.0,0.0,5.1,17.4,0.2,0.2,2.1,0.0,,,,,,,,,,0.0,,,2.9
Charles Sims,TAM,RB,NYJ,W 15-10,0/0,0.0,0.0,0.0,1.2,4.9,0.0,2.0,17.3,0.1,,,,,,,,,,0.0,,,2.8
J.D. McKissic,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,2.6,9.7,0.0,1.3,10.6,0.0,,,,,,,,,,0.0,,,2.6
James Conner,PIT,RB,@Ind,W 20-17,0/0,0.0,0.0,0.0,3.8,15.0,0.2,0.0,0.0,0.0,,,,,,,,,,0.0,,,2.6
Lance Dunbar,LAR,RB,Hou,W 33-7,0/0,0.0,0.0,0.0,2.6,10.7,0.1,0.7,6.8,0.0,,,,,,,,,,0.0,,,2.5
Corey Grant,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,1.0,4.5,0.0,0.6,5.0,0.0,,,,,,,,,,0.0,,,1.2
Jamaal Williams,GNB,RB,@Chi,W 23-16,0/0,0.0,0.0,0.0,1.7,6.6,0.1,0.2,1.6,0.0,,,,,,,,,,0.0,,,1.2
Benny Cunningham,CHI,RB,GB,L 16-23,0/0,0.0,0.0,0.0,0.9,3.9,0.0,0.6,5.0,0.0,,,,,,,,,,0.0,,,1.1
Tommy Bohanon,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,0.3,1.4,0.0,0.8,6.5,0.0,,,,,,,,,,0.0,,,1.1
Kerwynn Williams,ARI,RB,Sea,L 16-22,0/0,0.0,0.0,0.0,1.1,4.8,0.0,0.3,2.3,0.0,,,,,,,,,,0.0,,,1.0
Jacquizz Rodgers,TAM,RB,NYJ,W 15-10,0/0,0.0,0.0,0.0,1.0,4.0,0.0,0.3,2.0,0.0,,,,,,,,,,0.0,,,0.8
Alfred Blue,HOU,RB,@LAR,L 7-33,0/0,0.0,0.0,0.0,1.4,5.8,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.7
C.J. Ham,MIN,RB,@Wsh,W 38-30,0/0,0.0,0.0,0.0,0.3,0.9,0.0,0.5,3.9,0.0,,,,,,,,,,0.0,,,0.7
Fozzy Whittaker,CAR,RB,Mia,W 45-21,0/0,0.0,0.0,0.0,0.9,3.6,0.0,0.2,2.1,0.0,,,,,,,,,,0.0,,,0.7
Michael Burton,CHI,RB,GB,L 16-23,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.4,3.3,0.0,,,,,,,,,,0.0,,,0.6
Samaje Perine,WAS,RB,Min,L 30-38,0/0,0.0,0.0,0.0,0.7,2.7,0.0,0.3,2.3,0.0,,,,,,,,,,0.0,,,0.6
Justin Davis,LAR,RB,Hou,W 33-7,0/0,0.0,0.0,0.0,0.9,3.3,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.5
Josh Ferguson,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.5,1.8,0.0,0.2,1.9,0.0,,,,,,,,,,0.0,,,0.5
Andy Janovich,DEN,RB,NE,L 16-41,0/0,0.0,0.0,0.0,0.2,0.8,0.0,0.3,2.3,0.0,,,,,,,,,,0.0,,,0.5
Matthew Dayes,CLE,RB,@Det,L 24-38,0/0,0.0,0.0,0.0,0.4,1.7,0.0,0.2,2.0,0.0,,,,,,,,,,0.0,,,0.4
Terrell Watson,PIT,RB,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.7,2.7,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.4
Patrick DiMarco,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.2,1.8,0.0,,,,,,,,,,0.0,,,0.4
Aaron Ripkowski,GNB,RB,@Chi,W 23-16,0/0,0.0,0.0,0.0,0.2,1.0,0.0,0.2,1.6,0.0,,,,,,,,,,0.0,,,0.4
James Develin,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.0,,,,,,,,,,0.0,,,0.3
Derrick Coleman,ATL,RB,Dal,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.0,,,,,,,,,,0.0,,,0.3
Jay Prosch,HOU,RB,@LAR,L 7-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,,,,,,,,,,0.0,,,0.3
Raheem Mostert,SFO,RB,NYG,W 31-21,0/0,0.0,0.0,0.0,0.4,1.5,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Trey Edmunds,NOR,RB,@Buf,W 47-10,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Zach Line,NOR,RB,@Buf,W 47-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,,,,,,,,,,0.0,,,0.2
Ryan Hewitt,CIN,RB,@Ten,L 20-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,,,,,,,,,,0.0,,,0.1
Danny Vitale,CLE,RB,@Det,L 24-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,,,,,,,,,,0.0,,,0.1
Derek Watt,LAC,RB,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Jalston Fowler,TEN,RB,Cin,W 24-20,0/0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Jalen Richard,OAK,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
David Fluellen,TEN,RB,Cin,W 24-20,0/0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Kenjon Barner,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Wendell Smallwood,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Akeem Hunt,KAN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Alex Collins,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Corey Clement,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jordan Todman,HOU,RB,@LAR,L 7-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Steven Jackson,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darren Sproles,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
John Kuhn,NOR,RB,@Buf,W 47-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Reggie Bush,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
DeAngelo Williams,PIT,RB,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Fred Jackson,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marshawn Lynch,OAK,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Ahmad Bradshaw,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Pierre Thomas,WAS,RB,Min,L 30-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Johnson,ARI,RB,Sea,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Forte,NYJ,RB,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jerome Felton,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tim Hightower,SFO,RB,NYG,W 31-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Justin Forsett,DEN,RB,NE,L 16-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcel Reece,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Danny Woodhead,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Donald Brown,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Arian Foster,MIA,RB,@Car,L 21-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rashad Jennings,NYG,RB,@SF,L 21-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jorvorskie Lane,TAM,RB,NYJ,W 15-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cedric Peerman,CIN,RB,@Ten,L 20-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcus Thigpen,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrel Young,CAR,RB,Mia,W 45-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Antone Smith,TAM,RB,NYJ,W 15-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
C.J. Spiller,KAN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Ryan Mathews,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Dexter McCluster,LAC,RB,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ben Tate,PIT,RB,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Toby Gerhart,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Boobie Dixon,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
LeGarrette Blount,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
James Starks,GNB,RB,@Chi,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joique Bell,DET,RB,Cle,W 38-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Clutts,DAL,RB,@Atl,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stevan Ridley,MIN,RB,@Wsh,W 38-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Williams,DAL,RB,@Atl,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Thomas,MIA,RB,@Car,L 21-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Anthony Sherman,KAN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kendall Hunter,NOR,RB,@Buf,W 47-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taiwan Jones,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Roy Helu Jr.,OAK,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
DuJuan Harris,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Asiata,DET,RB,Cle,W 38-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Shaun Draughn,NYG,RB,@SF,L 21-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chase Reynolds,LAR,RB,Hou,W 33-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Will Johnson,NYG,RB,@SF,L 21-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trent Richardson,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Isaiah Pead,MIA,RB,@Car,L 21-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Polk,HOU,RB,@LAR,L 7-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
LaMike James,MIA,RB,@Car,L 21-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bernard Pierce,DEN,RB,NE,L 16-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Robert Turbin,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ronnie Hillman,DAL,RB,@Atl,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cyrus Gray,ATL,RB,Dal,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Vick Ballard,NOR,RB,@Buf,W 47-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Herron,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bryce Brown,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daryl Richardson,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cory Harkey,LAR,RB,Hou,W 33-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Banyard,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonas Gray,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Travaris Cadet,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Bolden,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bobby Rainey Jr.,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jonathan Grimes,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jamize Olawale,OAK,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Montee Ball,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Knile Davis,PIT,RB,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Eddie Lacy,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Christine Michael,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Denard Robinson,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike James,DET,RB,Cle,W 38-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stepfan Taylor,ARI,RB,Sea,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Stacy,NYJ,RB,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joseph Randle,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Spencer Ware,KAN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kendall Gaskins,SFO,RB,NYG,W 31-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Steven Miller,DET,RB,Cle,W 38-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Winn,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Khiry Robinson,NYJ,RB,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dri Archer,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Terrance West,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Tre Mason,LAR,RB,Hou,W 33-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bishop Sankey,MIN,RB,@Wsh,W 38-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeremy Hill,CIN,RB,@Ten,L 20-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Gaffney,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Storm Johnson,MIA,RB,@Car,L 21-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lache Seastrunk,NYJ,RB,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Andre Williams,LAC,RB,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ka'Deem Carey,CHI,RB,GB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lorenzo Taliaferro,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Marion Grice,ARI,RB,Sea,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Juwan Thompson,DEN,RB,NE,L 16-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kapri Bibbs,SFO,RB,NYG,W 31-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Branden Oliver,LAC,RB,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Antonio Andrews,TEN,RB,Cin,W 24-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrin Reaves,KAN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
