playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2535882","null","Mike Brown","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","null","0","0","null","null",
"2536031","null","Damaris Johnson","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.98","1406.02","4.33","0","0","null","null",
"2539203","null","Cobi Hamilton","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2539246","null","Chris Harper","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","null","0","0","null","null",
"2539674","null","Rodney Smith","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2540005","null","Marlon Brown","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","0.5","0","0","2.7867","null",
"2541314","null","Justin Brown","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","null","0","0","null","null",
"2541429","null","B.J. Daniels","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","null","0","0","1.4743","null",
"2543777","null","Robert Herron","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","null","0","0","null","null",
"2543792","null","Matt Hazel","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","1","0","0","null","null",
"2550330","null","Kain Colter","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2550359","null","Seantavius Jones","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","1","0","0","null","null",
"2550413","null","Corey Washington","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","0.5","0","0","null","null",
"2550415","null","Tony Washington","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","null","0","0","null","null",
"2552616","null","Duron Carter","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","null","0","0","null","null",
"2552650","null","Mario Alford","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","0.5","0","0","1.4743","null",
"2553453","null","Andre Debose","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","null","0","0","1.4743","null",
"2553502","null","DeAndre Carter","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","0.5","0","0","1.4743","null",
"2553548","null","Jake Kumerow","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","0.5","0","0","null","null",
"2553599","null","Jaxon Shipley","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","null","0","0","null","null",
"2553652","null","Chris Harper","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","0.5","0","0","1.4743","null",
"2553652","null","Chris Harper","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","0.5","0","0","1.4743","null",
"2553703","null","Devante Davis","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","null","0","0","null","null",
"2553787","null","Chandler Worthy","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2553829","null","Andrew Turzilli","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","null","null","0","0","0","null","null",
"2553858","null","Austin Willis","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","null","0","0","null","null",
"2553892","null","Austin Hill","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2553896","null","Darius Jennings","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.98","1406.02","0","0","0","null","null",
"2554138","null","Kasen Williams","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2554138","null","Kasen Williams","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2555573","null","Anthony Dable","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2556144","null","Daniel Braverman","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","0.5","0","0","1.4743","null",
"2556261","null","Moritz Boehringer","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.79","1406.21","0.68","0","0","1.4743","null",
"2556460","null","Geronimo Allison","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","151","1406","0","0","0","1.4743","null",
"2556473","null","Jace Billingsley","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","1","0","0","1.4743","null",
"2556490","null","Devon Cajuste","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","0","0","0","1.4743","null",
"2556569","null","Andy Jones","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0.0315","150.98","1406.02","0","0","0","null","null",
"2556851","null","Keyarris Garrett","WR","FA","WR","FA","-122.2664","0","null","null","1557","230","null","null","0.3149","150.99","1406.01","0","0","0","1.4743","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","1.4743","null",
"2533038","null","Justin Blackmon","WR","JAC","WR","JAC","-122.2664","0","null","null","1557","230","null","null","0","160.49","1396.51","0.5","0","0","2.238","null",
"2543761","null","Shaq Evans","WR","JAC","WR","JAC","-122.2664","0","null","null","1557","230","null","null","0","null","null","0","0","0","2.3224","null",
"2553451","null","Neal Sterling","WR","JAC","WR","JAC","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","null","0","0","null","null",
"2552479","null","DaRon Brown","WR","KC","WR","KC","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","null","0","0","1.4743","null",
"2553729","null","Tyler Murphy","WR","MIA","WR","MIA","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","1.4743","null",
"2553668","null","Jordan Leslie","WR","MIN","WR","MIN","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","-122.2664","0","null","null","1557","230","null","null","0","151","1406","0","0","0","2.2319","null",
"2541390","null","Kevin Dorsey","WR","NE","WR","NE","-122.2664","0","null","null","1557","230","null","null","0","151","1406","null","0","0","null","null",
"2553802","null","R.J. Harris","WR","NO","WR","NO","-122.2664","0","null","null","1557","230","null","null","0","null","null","0","0","0","1.4743","null",
"2532923","null","Chris Owusu","WR","NYJ","WR","NYJ","-122.2664","0","null","null","1557","230","null","null","0","151","1406","0","0","0","1.4743","null",
"2553874","null","Titus Davis","WR","NYJ","WR","NYJ","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2553653","null","Josh Harper","WR","OAK","WR","OAK","-122.2664","0","null","null","1557","230","null","null","0","151","1406","null","0","0","null","null",
"2507884","null","David Nelson","WR","PIT","WR","PIT","-122.2664","0","null","null","1557","230","null","null","0","150.99","1406.01","null","0","0","null","null",
"2543572","null","Martavis Bryant","WR","PIT","WR","PIT","-122.2664","0","null","null","1557","230","null","null","0","160.095","1396.905","2.2633","0","0","2.6902","null",
"2553904","null","Shakim Phillips","WR","PIT","WR","PIT","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2553692","null","Rasheed Bailey","WR","SD","WR","SD","-122.2664","0","null","null","1557","230","null","null","0","null","null","0","0","0","null","null",
"2541883","null","Eric Rogers","WR","SF","WR","SF","-122.2664","0","null","null","1557","230","null","null","0","150.95","1406.05","1","0","0","1.4743","null",
"2553811","null","Deon Long","WR","TEN","WR","TEN","-122.2664","0","null","null","1557","230","null","null","0","null","null","null","0","0","null","null",
"2553607","null","Robenson Therezie","DB","ATL","DB","ATL","-122.2688","2.1","null","null","1650","315","null","null","0.225","null","null","null","2.1","2.1","null","null",
"2540317","null","Cooper Taylor","DB","FA","DB","FA","-122.2688","2.1","null","null","1650","314","null","null","0.05","null","null","null","2.1","2.1","null","null",
"2552431","null","Vince Mayle","WR","FA","WR","FA","-122.3294","-0.063","null","null","1652","323","null","null","1.2099","150.99","1501.01","null","-0.0254","-0.14","1.5071","null",
"2555462","null","Kelvin Taylor","RB","FA","RB","FA","-122.3387","8.8","null","null","1653","133","null","null","0.4706","150.94","1502.06","0.5","8.8","8.8","null","null",
"2508077","null","Teddy Williams","DB","CAR","DB","CAR","-122.3688","2","null","null","1654","316","null","null","0.5","170","1484","0","2","2","null","null",
"2508007","null","Marcus Sherels","DB","MIN","DB","MIN","-122.6188","1.75","null","null","1655","317","null","null","0.525","170","1485","0","1.75","1.75","null","null",
"2552376","null","David Cobb","RB","FA","RB","FA","-122.7386","8.4002","null","230.1","1656","134","null","null","0.2311","150.96","1505.04","1","11.5229","0","6.4899","null",
"2540181","null","Josh Boyce","WR","FA","WR","FA","-122.8332","-0.5667","null","null","1657","324","null","null","1.4124","150.99","1506.01","0.5","-0.1825","-1.26","2.8028","null",
"2540178","null","Knile Davis","RB","KC","RB","KC","-122.8802","8.2586","null","null","1658","135","null","null","0.3142","160.48","1497.52","0.7333","16.4399","1.5","5.763","null",
"2540224","null","Mike James","RB","TB","RB","TB","-123.0591","8.0796","null","null","1659","136","null","null","0.2712","160.495","1498.505","0.5","17.2844","0.2","4.9234","null",
"2553545","null","Isaiah Johnson","DB","FA","DB","FA","-123.1188","1.25","null","null","1660","318","null","null","0.15","null","null","null","1.25","1.25","null","null",
"2552599","null","Lorenzo Doss","DB","DEN","DB","DEN","-123.1688","1.2","null","null","1661","319","null","null","0.25","null","null","null","1.2","1.2","null","null",
"2550529","null","Silas Redd","RB","WAS","RB","WAS","-123.3296","7.8091","null","null","1662","137","null","null","0.3052","150.99","1511.01","0","14.6938","-0.2699","6.1634","null",
"2534437","null","Austin Johnson","RB","NO","RB","NO","-123.331","7.8078","null","null","1663","138","null","null","0.6613","150.98","1512.02","1.2","14.7014","-0.3","5.2776","null",
"2550022","null","Akeem Davis","DB","WAS","DB","WAS","-123.3688","1","null","null","1664","320","null","null","0.1","null","null","null","1","1","null","null",
"2553674","null","Tevin McDonald","DB","OAK","DB","OAK","-123.4688","0.9","null","null","1665","322","null","null","0.075","null","null","null","0.9","0.9","null","null",
"2507791","null","Chris Clemons","DB","FA","DB","FA","-123.4688","0.9","null","null","1665","321","null","null","0.025","null","null","null","0.9","0.9","null","null",
"2495265","null","Jalil Brown","DB","IND","DB","IND","-123.5188","0.85","null","null","1667","323","null","null","0.15","170","1497","0","0.85","0.85","null","null",
"2530610","null","Darrin Walls","DB","FA","DB","FA","-123.5688","0.8","null","null","1668","324","null","null","0.275","null","null","null","0.8","0.8","null","null",
"2541309","null","Jonathan Meeks","DB","BUF","DB","BUF","-123.7688","0.6","null","null","1669","325","null","null","0.2","170","1499","0","0.6","0.6","null","null",
"2543762","null","Keith McGill","DB","OAK","DB","OAK","-123.9188","0.45","null","null","1670","326","null","null","0.275","null","null","null","0.45","0.45","null","null",
"2534871","null","Derrick Coleman","RB","SEA","RB","SEA","-123.9387","7.2","null","null","1671","139","null","null","0.6653","160.49","1510.51","0.835","5.76","0","3.7142","null",
"2552253","null","DJoun Smith","DB","FA","DB","FA","-124.0188","0.35","null","null","1672","327","null","null","0.35","null","null","null","0.35","0.35","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","-124.0458","7.093","null","null","1673","140","null","null","1.1361","160.475","1512.525","0","13.3858","0","3.1174","null",
"2553900","null","Daniel Brown","WR","FA","WR","FA","-124.2455","-1.9791","null","null","1674","325","null","null","null","150.99","1523.01","null","-0.6374","-4.4","2.3025","null",
"2507469","null","Mike Jenkins","DB","ARI","DB","ARI","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2556277","null","Marqui Christian","DB","ARI","DB","ARI","-124.3688","0","null","null","1675","328","null","null","null","null","null","0","0","0","null","null",
"2555378","null","Tavon Young","DB","BAL","DB","BAL","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2532798","null","Brandon Boykin","DB","CHI","DB","CHI","-124.3688","0","null","null","1675","328","null","null","0","null","null","1","0","0","null","null",
"2555540","null","Derrick Kindred","DB","CLE","DB","CLE","-124.3688","0","null","null","1675","328","null","null","0","null","null","0","0","0","null","null",
"2530859","null","Brandian Ross","DB","DEN","DB","DEN","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2553458","null","Taurean Nixon","DB","DEN","DB","DEN","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2535693","null","Johnson Bademosi","DB","DET","DB","DET","-124.3688","0","null","null","1675","328","null","null","0","170","1505","0","0","0","null","null",
"1292","null","Charles Godfrey","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"238489","null","E.J. Biggers","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"494249","null","Javier Arenas","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"494283","null","Taylor Mays","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"496729","null","Crezdon Butler","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"496749","null","Major Wright","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2495126","null","Chykie Brown","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2495130","null","Mario Butler","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2495138","null","Chimdi Chekwa","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2495147","null","Ras-I Dowling","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2495497","null","Cortez Allen","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2506347","null","Antrel Rolle","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2507559","null","Tony Carter","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2507834","null","Sergio Brown","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2531177","null","Sterling Moore","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2532796","null","Omar Bolden","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2534861","null","Isaiah Frey","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2539300","null","Leon McFadden","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2539667","null","Phillip Thomas","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2539670","null","Sheldon Price","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2539966","null","Earl Wolff","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2541200","null","Rashaan Melvin","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2541204","null","Jeremy Harris","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2541577","null","Josh Aubrey","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2543626","null","Brandon Dixon","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2543685","null","Jonathan Dowling","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2543736","null","Stanley Jean-Baptiste","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2543820","null","Brock Vereen","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2549883","null","Marcus Ball","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2550654","null","KWaun Williams","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2550659","null","Tyler Patmon","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2552440","null","Doran Grant","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2553229","null","Cedric Thompson","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2553736","null","Denzel Rice","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2555548","null","Zack Sanchez","DB","FA","DB","FA","-124.3688","0","null","null","1675","328","null","null","0","null","null","1","0","0","null","null",
"1037916","null","Stevie Brown","DB","HOU","DB","HOU","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2555372","null","K.J. Dillon","DB","HOU","DB","HOU","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2550228","null","Dewey McDonald","DB","IND","DB","IND","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2555173","null","Eric Murray","DB","KC","DB","KC","-124.3688","0","null","null","1675","328","null","null","0","null","null","0","0","0","null","null",
"25","null","Ifo Ekpre-Olomu","DB","MIA","DB","MIA","-124.3688","0","null","null","1675","328","null","null","0","170","1505","0","0","0","null","null",
"2550292","null","Shamiel Gary","DB","MIA","DB","MIA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2552257","null","Ifo Ekpre-Olomu","DB","MIA","DB","MIA","-124.3688","0","null","null","1675","328","null","null","0","170","1505","0","0","0","null","null",
"2539251","null","Melvin White","DB","MIN","DB","MIN","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2543624","null","Jabari Price","DB","MIN","DB","MIN","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"71459","null","Jamarca Sanford","DB","NO","DB","NO","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"79527","null","Kyle Wilson","DB","NO","DB","NO","-124.3688","0","null","null","1675","328","null","null","0","null","null","0","0","0","null","null",
"2506978","null","Cortland Finnegan","DB","NO","DB","NO","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2543549","null","Vinnie Sunseri","DB","NO","DB","NO","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2555313","null","Juston Burris","DB","NYJ","DB","NYJ","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2550188","null","Jerome Couplin","DB","PHI","DB","PHI","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2553355","null","Randall Evans","DB","PHI","DB","PHI","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2552264","null","Senquez Golson","DB","PIT","DB","PIT","-124.3688","0","null","null","1675","328","null","null","0","170","1505","0","0","0","null","null",
"2552442","null","Gerod Holliman","DB","PIT","DB","PIT","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2553455","null","Ryan Murphy","DB","SEA","DB","SEA","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2550456","null","Chris Davis","DB","SF","DB","SF","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2555546","null","Rashard Robinson","DB","SF","DB","SF","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2550401","null","Ryan Smith","DB","TB","DB","TB","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2495499","null","Brandon Harris","DB","TEN","DB","TEN","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2555551","null","LeShaun Sims","DB","TEN","DB","TEN","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2552593","null","Kyshoen Jarrett","DB","WAS","DB","WAS","-124.3688","0","null","null","1675","328","null","null","0","170","1505","0","0","0","null","null",
"2553710","null","Deshazor Everett","DB","WAS","DB","WAS","-124.3688","0","null","null","1675","328","null","null","0","null","null","null","0","0","null","null",
"2543704","null","Lorenzo Taliaferro","RB","BAL","RB","BAL","-125.1623","5.9764","null","null","1744","141","null","null","0.0947","160.49","1583.51","0","13.0673","0","5.6808","null",
"2556885","null","Jalen Richard","RB","OAK","RB","OAK","-125.2015","5.9373","null","null","1745","142","null","null","0.2382","160.495","1584.505","0","8.9372","0","5.3416","null",
"2543695","null","Jay Prosch","RB","HOU","RB","HOU","-125.3125","5.8262","null","null","1746","143","null","null","0.261","150.99","1595.01","1","9.2937","2.44","3.3469","null",
"2550542","null","Kapri Bibbs","RB","DEN","RB","DEN","-125.5668","5.5719","null","null","1747","144","null","null","0.0424","160.485","1586.515","0.3333","9.9552","0","6.1447","null",
"2506147","null","John Kuhn","RB","NO","RB","NO","-125.5802","5.5586","null","null","1748","145","null","null","0.1084","160.475","1587.525","0.3333","9.0747","0","3.3385","null",
"2539315","null","Stepfan Taylor","RB","ARI","RB","ARI","-125.6383","5.5004","null","null","1749","146","null","null","0.3111","160.49","1588.51","0.5","8.0342","3.1","5.82","null",
"2553446","null","Malcolm Johnson","RB","CLE","RB","CLE","-125.7387","5.4","null","null","1750","147","null","null","0.5043","150.98","1599.02","null","5.4","5.4","null","null",
"2553650","null","Corey Grant","RB","JAC","RB","JAC","-126.1602","4.9786","null","null","1751","148","null","null","0.5187","160.49","1590.51","0.3333","13.1426","-2.66","5.5382","null",
"2532864","null","Dan Herron","RB","FA","RB","FA","-126.3259","4.8128","null","null","1752","149","null","null","0.7578","150.98","1601.02","0.5","7.2446","0","4.0363","null",
"2540225","null","Tommy Bohanon","RB","FA","RB","FA","-127.0319","4.1069","null","null","1753","150","null","null","0.1406","150.99","1602.01","null","7.0836","0","3.6682","null",
"2534796","null","Bryce Brown","RB","SEA","RB","SEA","-127.1356","4.0032","null","null","1754","151","null","null","0.1114","160.495","1593.505","0.3333","5.1304","0","3.3125","null",
"2550540","null","George Atkinson","RB","FA","RB","FA","-127.2095","3.9293","null","null","1755","152","null","null","0.1303","150.97","1604.03","0.5","5.0738","0","3.3033","null",
"2552647","null","Marcus Murphy","RB","NO","RB","NO","-127.2845","3.8543","null","null","1756","153","null","null","0.4036","160.49","1595.51","1","11.291","-1.7","5.3667","null",
"2534789","null","Daryl Richardson","RB","PIT","RB","PIT","-127.395","3.7438","null","null","1757","154","null","null","0.5942","160.495","1596.505","0.5","8.1473","0","4.3724","null",
"2541778","null","Kendall Gaskins","RB","FA","RB","FA","-127.9812","3.1576","null","null","1758","155","null","null","0.0217","150.99","1607.01","1","4.753","0","3.3512","null",
"2553728","null","Raheem Mostert","RB","CLE","RB","CLE","-127.9971","3.1416","null","null","1759","156","null","null","0.0403","160.5","1598.5","0.3333","10.9319","-5.48","4.0642","null",
"2534571","null","Bobby Rainey","RB","NYG","RB","NYG","-128.0087","3.1301","null","null","1760","157","null","null","0.0792","160.495","1599.505","0.8333","7.4223","0","10.7227","null",
"2555432","null","Andy Janovich","RB","DEN","RB","DEN","-128.0662","3.0726","null","null","1761","158","null","null","0.0797","160.495","1600.505","0.5","6.0522","0","3.4974","null",
"2555430","null","Alex Collins","RB","SEA","RB","SEA","-128.1095","3.0292","null","241","1762","159","null","null","0.105","160.415","1601.585","0.6667","4.3058","0","4.7516","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","-128.1822","2.9565","null","null","1763","160","null","null","0.28","160.5","1602.5","0.5","6.6507","-0.2699","3.3998","null",
"2550270","null","Nikita Whitlock","RB","NYG","RB","NYG","-128.2468","2.892","null","null","1764","161","null","null","0.5332","150.99","1613.01","null","6.3093","0","3.7775","null",
"2555219","null","Daniel Lasco","RB","NO","RB","NO","-128.6777","2.4611","null","null","1765","162","null","null","0.3356","160.49","1604.51","0.6667","4.467","0","4.8493","null",
"2540273","null","Zac Stacy","RB","FA","RB","FA","-128.8822","2.2565","null","null","1766","163","null","null","0.2891","150.99","1615.01","0.5","3.8921","0","3.2558","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","-129.1033","120.0194","null","159.9","1767","30","null","null","15.3361","129.98","1637.02","3.085","144.6232","-0.56","7.635","3",
"2553617","null","Terrell Watson","RB","CLE","RB","CLE","-129.1444","1.9943","null","null","1768","164","null","null","0.1806","160.495","1607.505","0.6667","4.7997","-2.71","5.6228","null",
"230","null","Jerome Felton","RB","FA","RB","FA","-129.1981","1.9406","null","null","1769","165","null","null","0.4287","150.99","1618.01","1","3.3472","0","3.0257","null",
"2533545","null","Bernard Pierce","RB","FA","RB","FA","-129.452","1.6867","null","null","1770","166","null","null","0.4559","150.99","1619.01","0.5","2.539","0","4.3825","null",
"2533444","null","Randy Bullock","K","NYG","K","NYG","-129.5935","27.4353","null","null","1771","36","null","null","0.8721","156.2767","1614.7233","0.52","50.9363","8.7","4.6161","null",
"163982","null","Will Johnson","RB","NYG","RB","NYG","-129.8016","1.3371","null","null","1772","167","null","null","0.2554","150.99","1621.01","1","2.9172","0","3.1797","null",
"2556454","null","Brandon Wilds","RB","FA","RB","FA","-130.0143","1.1245","null","null","1773","168","null","null","0.095","150.93","1622.07","0.75","1.9442","0","2.6241","null",
"2553618","null","Brandon Wegher","RB","FA","RB","FA","-130.0997","1.039","null","null","1774","169","null","null","0.0304","150.99","1623.01","0","1.7964","0","2.5801","null",
"2550235","null","Roosevelt Nix","RB","PIT","RB","PIT","-130.1188","1.0199","null","null","1775","170","null","null","0.0363","170","1605","0","1.7592","0","2.5685","null",
"2531218","null","Chase Reynolds","RB","LA","RB","LA","-130.1414","0.9974","null","null","1776","171","null","null","0.1548","null","null","null","1.7203","0","2.5569","null",
"2553511","null","John Crockett","RB","GB","RB","GB","-130.1687","0.97","null","null","1777","172","null","null","0.4599","160.475","1616.525","0.5567","1.5444","0","4.4486","null",
"2553743","null","Rod Smith","RB","DAL","RB","DAL","-130.4235","0.7152","null","null","1778","173","null","null","0.4975","150.97","1627.03","1","1.5604","0","2.473","null",
"2504162","null","Shayne Graham","K","FA","K","FA","-130.4359","26.5929","null","null","1779","37","null","null","13.326","122.76","1656.24","1","50.5767","0","7.9933","null",
"2506149","null","Shaun Suisham","K","FA","K","FA","-130.4951","26.5337","null","null","1780","38","null","null","26.5337","150.88","1629.12","0.78","51.7954","0","8.1145","null",
"2556273","null","Darius Jackson","RB","DAL","RB","DAL","-130.8338","0.3049","null","null","1781","174","null","null","0.1808","160.485","1620.515","0.3333","0.7146","-0.17","6.2589","null",
"2556466","null","Peyton Barber","RB","FA","RB","FA","-131.0083","0.1304","null","null","1782","175","null","null","0.0468","150.98","1631.02","0.5","0.1963","0","2.0983","null",
