Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Michael Dyer,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
John Crockett,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Terrence Magee,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Thomas Rawls,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Gus Johnson,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Terron Ward,ATL,RB,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jarryd Hayne,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Wegher,CAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Alonzo Harris,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Corey Grant,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Nikita Whitlock,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Raheem Mostert,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trey Williams,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Akeem Hunt,HOU,RB,@Den,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ezekiel Elliott,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jonathan Williams,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kelvin Taylor,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darius Jackson,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Dwayne Washington,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Lasco,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Keith Marshall,WAS,RB,@Det,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Brooks,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Terrell Watson,CLE,RB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Wilds,ATL,RB,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jhurell Pressley,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Byron Marshall,PHI,RB,Min,W 21-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Wilder Jr.,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dreamius Smith,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Devon Johnson,CAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Troymaine Pope,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Glenn Gronkowski,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Julian Howsare,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Allen Robinson,JAC,WR,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,91.2,0.7,,,,,,,,,,0.0,,,13.2
Julio Jones,ATL,WR,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,95.2,0.6,,,,,,,,,,0.0,,,12.5
Jordy Nelson,GNB,WR,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,84.2,0.7,,,,,,,,,,0.0,,,12.2
A.J. Green,CIN,WR,Cle,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,97.4,0.5,,,,,,,,,,0.0,,,12.0
Mike Evans,TAM,WR,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,89.2,0.6,,,,,,,,,,0.0,,,11.6
T.Y. Hilton,IND,WR,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,99.8,0.4,,,,,,,,,,0.0,,,11.6
Odell Beckham Jr.,NYG,WR,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,89.6,0.5,,,,,,,,,,0.0,,,11.0
Alshon Jeffery,CHI,WR,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,88.3,0.4,,,,,,,,,,0.0,,,10.3
Antonio Brown,PIT,WR,NE,L 16-27,0/0,0.0,0.0,0.0,0.2,1.3,0.0,6.2,79.8,0.5,,,,,,,,,,0.0,,,10.2
Amari Cooper,OAK,WR,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,72.5,0.5,,,,,,,,,,0.0,,,10.0
Brandin Cooks,NOR,WR,@KC,L 21-27,0/0,0.0,0.0,0.0,0.7,4.3,0.0,5.3,72.2,0.4,,,,,,,,,,0.0,,,9.5
Larry Fitzgerald,ARI,WR,Sea,T 6-6,0/0,0.0,0.0,0.0,0.2,1.3,0.0,6.6,72.8,0.4,,,,,,,,,,0.0,,,9.5
Terrelle Pryor Sr.,CLE,WR,@Cin,L 17-31,0/0,0.0,0.0,0.0,1.6,7.7,0.1,5.1,70.0,0.4,,,,,,,,,,0.0,,,9.4
Jarvis Landry,MIA,WR,Buf,W 28-25,0/0,0.0,0.0,0.0,0.5,2.8,0.0,7.5,78.6,0.3,,,,,,,,,,0.0,,,9.1
Randall Cobb,GNB,WR,Chi,W 26-10,0/0,0.0,0.0,0.0,1.1,4.9,0.0,5.4,63.7,0.5,,,,,,,,,,0.0,,,9.0
DeSean Jackson,WAS,WR,@Det,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,74.0,0.3,,,,,,,,,,0.0,,,9.0
Jeremy Maclin,KAN,WR,NO,W 27-21,0/0,0.0,0.0,0.0,0.3,1.8,0.0,5.0,73.3,0.3,,,,,,,,,,0.0,,,8.9
Julian Edelman,NWE,WR,@Pit,W 27-16,0/0,0.0,0.0,0.0,1.2,5.4,0.0,6.2,65.9,0.4,,,,,,,,,,0.0,,,8.8
Marvin Jones,DET,WR,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.2,1.6,0.0,4.4,63.0,0.4,,,,,,,,,,0.0,,,8.7
Stefon Diggs,MIN,WR,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.5,3.2,0.0,5.6,72.6,0.3,,,,,,,,,,0.0,,,8.7
Pierre Garcon,WAS,WR,@Det,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,64.6,0.4,,,,,,,,,,0.0,,,8.5
Tyrell Williams,SDG,WR,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,61.1,0.4,,,,,,,,,,0.0,,,8.5
Allen Hurns,JAC,WR,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,65.4,0.4,,,,,,,,,,0.0,,,8.5
Golden Tate,DET,WR,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.9,4.4,0.0,5.3,62.0,0.4,,,,,,,,,,0.0,,,8.4
Anquan Boldin,DET,WR,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,64.6,0.4,,,,,,,,,,0.0,,,8.3
Brandon Marshall,NYJ,WR,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,69.7,0.4,,,,,,,,,,0.0,,,8.3
Emmanuel Sanders,DEN,WR,Hou,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,62.9,0.3,,,,,,,,,,0.0,,,8.1
Cameron Meredith,CHI,WR,@GB,L 10-26,0/0,0.0,0.0,0.0,0.1,0.6,0.0,5.9,69.3,0.3,,,,,,,,,,0.0,,,8.0
Michael Crabtree,OAK,WR,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,53.8,0.5,,,,,,,,,,0.0,,,8.0
Mohamed Sanu,ATL,WR,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,50.8,0.5,,,,,,,,,,0.0,,,8.0
Doug Baldwin,SEA,WR,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.1,0.8,0.0,4.9,63.6,0.3,,,,,,,,,,0.0,,,7.9
Willie Snead,NOR,WR,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,60.4,0.3,,,,,,,,,,0.0,,,7.8
DeAndre Hopkins,HOU,WR,@Den,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,64.8,0.3,,,,,,,,,,0.0,,,7.8
Mike Wallace,BAL,WR,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.5,2.7,0.0,4.1,60.3,0.3,,,,,,,,,,0.0,,,7.7
Kenny Britt,LAR,WR,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.7,0.3,,,,,,,,,,0.0,,,7.6
Travis Benjamin,SDG,WR,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,56.0,0.3,,,,,,,,,,0.0,,,7.2
Demaryius Thomas,DEN,WR,Hou,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,55.6,0.4,,,,,,,,,,0.0,,,7.1
Michael Floyd,ARI,WR,Sea,T 6-6,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.5,52.8,0.3,,,,,,,,,,0.0,,,6.8
Jeremy Kerley,SFO,WR,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,52.9,0.3,,,,,,,,,,0.0,,,6.7
Jordan Matthews,PHI,WR,Min,W 21-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,59.3,0.3,,,,,,,,,,0.0,,,6.7
DeVante Parker,MIA,WR,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,58.7,0.3,,,,,,,,,,0.0,,,6.7
Davante Adams,GNB,WR,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,45.0,0.4,,,,,,,,,,0.0,,,6.4
Will Fuller V,HOU,WR,@Den,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,50.5,0.2,,,,,,,,,,0.0,,,6.4
Ty Montgomery,GNB,WR,Chi,W 26-10,0/0,0.0,0.0,0.0,3.6,14.0,0.1,3.5,30.3,0.3,,,,,,,,,,0.0,,,6.3
Breshad Perriman,BAL,WR,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,54.5,0.2,,,,,,,,,,0.0,,,6.3
Kamar Aiken,BAL,WR,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,52.1,0.2,,,,,,,,,,0.0,,,6.2
Michael Thomas,NOR,WR,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,43.2,0.4,,,,,,,,,,0.0,,,6.2
Jamison Crowder,WAS,WR,@Det,L 17-20,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.5,46.4,0.3,,,,,,,,,,0.0,,,6.0
Marqise Lee,JAC,WR,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,45.4,0.3,,,,,,,,,,0.0,,,5.9
Quincy Enunwa,NYJ,WR,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.8,0.3,,,,,,,,,,0.0,,,5.8
Sammie Coates,PIT,WR,NE,L 16-27,0/0,0.0,0.0,0.0,0.2,1.3,0.0,2.5,40.8,0.3,,,,,,,,,,0.0,,,5.7
Chris Hogan,NWE,WR,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.1,0.8,0.0,3.4,42.2,0.3,,,,,,,,,,0.0,,,5.7
Torrey Smith,SFO,WR,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,43.3,0.3,,,,,,,,,,0.0,,,5.7
Chester Rogers,IND,WR,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,44.1,0.3,,,,,,,,,,0.0,,,5.6
Brandon LaFell,CIN,WR,Cle,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,46.2,0.3,,,,,,,,,,0.0,,,5.5
Sterling Shepard,NYG,WR,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,46.8,0.3,,,,,,,,,,0.0,,,5.5
Marquise Goodwin,BUF,WR,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,45.1,0.3,,,,,,,,,,0.0,,,5.5
Tavon Austin,LAR,WR,NYG,L 10-17,0/0,0.0,0.0,0.0,1.9,9.3,0.1,4.7,44.5,0.2,,,,,,,,,,0.0,,,5.5
Tyler Lockett,SEA,WR,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.1,0.8,0.0,3.3,43.3,0.2,,,,,,,,,,0.0,,,5.4
Victor Cruz,NYG,WR,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,42.6,0.2,,,,,,,,,,0.0,,,5.2
Adam Thielen,MIN,WR,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,40.4,0.2,,,,,,,,,,0.0,,,5.1
Tajae Sharpe,TEN,WR,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,38.9,0.3,,,,,,,,,,0.0,,,5.1
Adam Humphries,TAM,WR,@SF,W 34-17,0/0,0.0,0.0,0.0,0.1,0.9,0.0,4.2,39.0,0.3,,,,,,,,,,0.0,,,5.0
Justin Hunter,BUF,WR,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,32.4,0.3,,,,,,,,,,0.0,,,4.7
Rishard Matthews,TEN,WR,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,34.6,0.2,,,,,,,,,,0.0,,,4.5
Eli Rogers,PIT,WR,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,31.5,0.2,,,,,,,,,,0.0,,,4.3
Jaron Brown,ARI,WR,Sea,T 6-6,0/0,0.0,0.0,0.0,0.1,0.7,0.0,2.9,34.3,0.2,,,,,,,,,,0.0,,,4.3
Chris Conley,KAN,WR,NO,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,38.9,0.2,,,,,,,,,,0.0,,,4.2
Dorial Green-Beckham,PHI,WR,Min,W 21-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,34.9,0.2,,,,,,,,,,0.0,,,4.2
Quinton Patton,SFO,WR,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,30.2,0.2,,,,,,,,,,0.0,,,4.2
Kendall Wright,TEN,WR,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,33.7,0.2,,,,,,,,,,0.0,,,4.2
Dontrelle Inman,SDG,WR,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,32.1,0.2,,,,,,,,,,0.0,,,4.2
Jermaine Kearse,SEA,WR,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,32.6,0.2,,,,,,,,,,0.0,,,4.1
Nelson Agholor,PHI,WR,Min,W 21-10,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.4,39.5,0.2,,,,,,,,,,0.0,,,4.1
Cordarrelle Patterson,MIN,WR,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,30.2,0.2,,,,,,,,,,0.0,,,4.1
Tyler Boyd,CIN,WR,Cle,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,31.2,0.2,,,,,,,,,,0.0,,,4.1
Brian Quick,LAR,WR,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,33.2,0.2,,,,,,,,,,0.0,,,4.1
Ricardo Louis,CLE,WR,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.5,0.2,,,,,,,,,,0.0,,,4.0
Kenny Stills,MIA,WR,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,34.7,0.1,,,,,,,,,,0.0,,,3.8
Joshua Bellamy,CHI,WR,@GB,L 10-26,0/0,0.0,0.0,0.0,0.1,0.6,0.0,2.3,30.9,0.1,,,,,,,,,,0.0,,,3.8
Andrew Hawkins,CLE,WR,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.1,0.7,0.0,2.7,31.0,0.1,,,,,,,,,,0.0,,,3.6
Seth Roberts,OAK,WR,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,29.5,0.3,,,,,,,,,,0.0,,,3.6
Andre Johnson,TEN,WR,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,25.0,0.2,,,,,,,,,,0.0,,,3.4
Walter Powell,BUF,WR,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,29.7,0.2,,,,,,,,,,0.0,,,3.3
Cecil Shorts III,TAM,WR,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,25.8,0.2,,,,,,,,,,0.0,,,3.2
Justin Hardy,ATL,WR,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,20.0,0.2,,,,,,,,,,0.0,,,3.2
Tyreek Hill,KAN,WR,NO,W 27-21,0/0,0.0,0.0,0.0,0.8,5.3,0.0,2.0,22.6,0.1,,,,,,,,,,0.0,,,3.1
Devin Street,IND,WR,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,24.1,0.2,,,,,,,,,,0.0,,,2.9
Aldrick Robinson,ATL,WR,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,20.3,0.1,,,,,,,,,,0.0,,,2.9
J.J. Nelson,ARI,WR,Sea,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,20.4,0.1,,,,,,,,,,0.0,,,2.7
Albert Wilson,KAN,WR,NO,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,22.5,0.1,,,,,,,,,,0.0,,,2.6
Andre Roberts,DET,WR,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.5,0.1,,,,,,,,,,0.0,,,2.1
Jalin Marshall,NYJ,WR,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,19.2,0.1,,,,,,,,,,0.0,,,1.9
Brandon Tate,BUF,WR,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.3,2.0,0.0,1.0,12.4,0.1,,,,,,,,,,0.0,,,1.8
Robby Anderson,NYJ,WR,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,19.3,0.1,,,,,,,,,,0.0,,,1.8
Deonte Thompson,CHI,WR,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,19.2,0.1,,,,,,,,,,0.0,,,1.7
Andre Holmes,OAK,WR,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.6,0.1,,,,,,,,,,0.0,,,1.7
Danny Amendola,NWE,WR,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,14.6,0.1,,,,,,,,,,0.0,,,1.6
Jordan Norwood,DEN,WR,Hou,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,11.5,0.1,,,,,,,,,,0.0,,,1.6
Charles Johnson,MIN,WR,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.7,4.8,0.0,1.0,14.1,0.1,,,,,,,,,,0.0,,,1.5
Griff Whalen,SDG,WR,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.6,0.1,,,,,,,,,,0.0,,,1.4
Braxton Miller,HOU,WR,@Den,L 9-27,0/0,0.0,0.0,0.0,0.3,1.6,0.0,1.6,13.5,0.1,,,,,,,,,,0.0,,,1.4
Charone Peake,NYJ,WR,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,13.3,0.1,,,,,,,,,,0.0,,,1.4
Chris Moore,BAL,WR,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.5,0.1,,,,,,,,,,0.0,,,1.3
Tommylee Lewis,NOR,WR,@KC,L 21-27,0/0,0.0,0.0,0.0,0.4,2.8,0.0,0.8,9.4,0.1,,,,,,,,,,0.0,,,0.6
Arrelious Benn,JAC,WR,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,8.9,0.1,,,,,,,,,,0.0,,,0.4
Bennie Fowler,DEN,WR,Hou,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,9.8,0.1,,,,,,,,,,0.0,,,0.4
Brandon Coleman,NOR,WR,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.4,0.1,,,,,,,,,,0.0,,,0.4
Darrius Heyward-Bey,PIT,WR,NE,L 16-27,0/0,0.0,0.0,0.0,0.2,1.3,0.0,0.6,7.2,0.1,,,,,,,,,,0.0,,,0.4
Ryan Grant,WAS,WR,@Det,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.9,0.1,,,,,,,,,,0.0,,,0.3
Russell Shepard,TAM,WR,@SF,W 34-17,0/0,0.0,0.0,0.0,0.1,0.9,0.0,0.6,7.3,0.1,,,,,,,,,,0.0,,,0.3
Josh Huff,PHI,WR,Min,W 21-10,0/0,0.0,0.0,0.0,0.3,2.1,0.0,0.6,6.8,0.0,,,,,,,,,,0.0,,,0.3
Freddie Martino,TAM,WR,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.3,0.1,,,,,,,,,,0.0,,,0.3
Rod Streater,SFO,WR,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.0,0.1,,,,,,,,,,0.0,,,0.3
Devin Hester,BAL,WR,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.3
Roger Lewis,NYG,WR,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.0,0.0,,,,,,,,,,0.0,,,0.3
Dwayne Harris,NYG,WR,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.3
Rashad Greene,JAC,WR,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.3
Malcolm Mitchell,NWE,WR,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.2,0.0,,,,,,,,,,0.0,,,0.2
Aaron Burbridge,SFO,WR,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.2,0.0,,,,,,,,,,0.0,,,0.2
Jaelen Strong,HOU,WR,@Den,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.9,0.0,,,,,,,,,,0.0,,,0.2
Ted Ginn Jr.,CAR,WR,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Paul Richardson,SEA,WR,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.8,0.0,,,,,,,,,,0.0,,,0.2
Brittan Golden,ARI,WR,Sea,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.1,0.0,,,,,,,,,,0.0,,,0.2
Rashard Higgins,CLE,WR,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.2,0.0,,,,,,,,,,0.0,,,0.2
Bradley Marquez,LAR,WR,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.5,0.0,,,,,,,,,,0.0,,,0.2
Jakeem Grant,MIA,WR,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Eric Weems,ATL,WR,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Lucky Whitehead,DAL,WR,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jordan Taylor,DEN,WR,Hou,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.0,0.0,,,,,,,,,,0.0,,,0.2
Jeff Janis,GNB,WR,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1,0.0,,,,,,,,,,0.0,,,0.2
Marc Mariani,TEN,WR,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
